id,difficulty,board
311086d2-c144-43f6-88f8-ec47c5966354,easy,"[[5, 3, 0, 0, 7, 0, 0, 0, 0], [6, 0, 0, 1, 9, 5, 0, 0, 0], [0, 9, 8, 0, 0, 0, 0, 6, 0], [8, 0, 0, 0, 6, 0, 0, 0, 3], [4, 0, 0, 8, 0, 3, 0, 0, 1], [7, 0, 0, 0, 2, 0, 0, 0, 6], [0, 6, 0, 0, 0, 0, 2, 8, 0], [0, 0, 0, 4, 1, 9, 0, 0, 5], [0, 0, 0, 0, 8, 0, 0, 7, 9]]"
dfe6641c-dca2-4513-99bd-f4c1aec74606,medium,"[[0, 0, 0, 6, 0, 0, 4, 0, 0], [7, 0, 0, 0, 0, 3, 6, 0, 0], [0, 0, 0, 0, 9, 1, 0, 8, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 5, 0, 1, 8, 0, 0, 0, 3], [0, 0, 0, 3, 0, 6, 0, 4, 5], [0, 4, 0, 2, 0, 0, 0, 6, 0], [9, 0, 3, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 1, 0, 0]]"
e73eb9bd-8a63-49fb-8bf9-bdb7e07ee3fd,hard,"[[0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 3, 0, 8, 5], [0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 0, 0, 5, 0, 7, 0, 0, 0], [0, 0, 4, 0, 0, 0, 1, 0, 0], [0, 9, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 7, 3], [0, 0, 2, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0, 0, 9]]"
142c620c-a346-4a00-bdcb-6ab6292ce979,medium,"[[0, 0, 6, 0, 0, 5, 0, 0, 7], [0, 0, 0, 9, 0, 2, 0, 0, 0], [2, 0, 8, 0, 7, 0, 0, 0, 0], [0, 6, 0, 0, 8, 7, 5, 0, 0], [8, 0, 0, 1, 0, 0, 7, 0, 0], [0, 2, 1, 6, 0, 3, 0, 0, 0], [3, 0, 0, 0, 6, 0, 0, 7, 0], [0, 0, 7, 3, 0, 0, 1, 9, 5], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 9, 6, 8, 3, 5, 4, 2, 7], [4, 7, 3, 9, 1, 2, 6, 5, 8], [2, 5, 8, 4, 7, 6, 9, 3, 1], [9, 6, 4, 2, 8, 7, 5, 1, 3], [8, 3, 5, 1, 4, 9, 7, 6, 2], [7, 2, 1, 6, 5, 3, 8, 4, 9], [3, 1, 9, 5, 6, 8, 2, 7, 4], [6, 8, 7, 3, 2, 4, 1, 9, 5], [5, 4, 2, 7, 9, 1, 3, 8, 6]]"
a91e8bc8-0388-4556-b0c1-d0e7137df113,medium,"[[0, 5, 7, 0, 0, 0, 0, 0, 8], [3, 6, 9, 0, 4, 0, 2, 0, 7], [0, 1, 0, 5, 0, 0, 9, 6, 3], [0, 4, 0, 7, 0, 0, 0, 0, 9], [7, 0, 0, 3, 1, 5, 0, 4, 0], [5, 0, 6, 9, 0, 0, 0, 0, 0], [6, 0, 4, 0, 0, 0, 0, 0, 5], [0, 0, 3, 4, 5, 0, 0, 0, 0], [0, 7, 0, 0, 9, 3, 0, 8, 0]]","[[2, 5, 7, 6, 3, 9, 4, 1, 8], [3, 6, 9, 8, 4, 1, 2, 5, 7], [4, 1, 8, 5, 2, 7, 9, 6, 3], [8, 4, 1, 7, 6, 2, 5, 3, 9], [7, 9, 2, 3, 1, 5, 8, 4, 6], [5, 3, 6, 9, 8, 4, 1, 7, 2], [6, 2, 4, 1, 7, 8, 3, 9, 5], [9, 8, 3, 4, 5, 6, 7, 2, 1], [1, 7, 5, 2, 9, 3, 6, 8, 4]]"
da230298-e2b7-4888-94b2-a5f96cd4bee5,medium,"[[1, 2, 0, 0, 8, 0, 5, 0, 0], [5, 9, 0, 0, 0, 0, 0, 6, 0], [8, 4, 0, 6, 0, 0, 9, 0, 1], [0, 5, 0, 2, 9, 0, 6, 0, 0], [9, 8, 0, 0, 0, 4, 1, 3, 0], [3, 0, 0, 0, 0, 7, 0, 5, 9], [2, 0, 5, 0, 4, 0, 0, 1, 6], [6, 0, 0, 0, 0, 0, 0, 8, 0], [4, 0, 0, 0, 0, 6, 0, 9, 0]]","[[1, 2, 6, 4, 8, 9, 5, 7, 3], [5, 9, 3, 1, 7, 2, 8, 6, 4], [8, 4, 7, 6, 3, 5, 9, 2, 1], [7, 5, 1, 2, 9, 3, 6, 4, 8], [9, 8, 2, 5, 6, 4, 1, 3, 7], [3, 6, 4, 8, 1, 7, 2, 5, 9], [2, 3, 5, 9, 4, 8, 7, 1, 6], [6, 7, 9, 3, 2, 1, 4, 8, 5], [4, 1, 8, 7, 5, 6, 3, 9, 2]]"
69befcd6-e338-4801-b7da-c77aad550894,medium,"[[5, 0, 7, 3, 6, 8, 2, 9, 0], [0, 0, 8, 2, 1, 0, 0, 0, 0], [0, 0, 0, 9, 0, 0, 0, 4, 0], [0, 0, 0, 0, 8, 0, 7, 0, 0], [0, 0, 0, 7, 9, 2, 6, 0, 8], [8, 0, 6, 5, 0, 0, 4, 0, 0], [0, 6, 0, 8, 0, 0, 0, 3, 4], [0, 5, 0, 0, 0, 7, 0, 0, 0], [0, 0, 4, 0, 0, 0, 0, 0, 7]]","[[5, 4, 7, 3, 6, 8, 2, 9, 1], [6, 9, 8, 2, 1, 4, 3, 7, 5], [3, 1, 2, 9, 7, 5, 8, 4, 6], [1, 2, 9, 4, 8, 6, 7, 5, 3], [4, 3, 5, 7, 9, 2, 6, 1, 8], [8, 7, 6, 5, 3, 1, 4, 2, 9], [7, 6, 1, 8, 2, 9, 5, 3, 4], [9, 5, 3, 6, 4, 7, 1, 8, 2], [2, 8, 4, 1, 5, 3, 9, 6, 7]]"
a7de2904-5d3e-4566-9e0b-e80429e2e8d7,medium,"[[0, 0, 0, 1, 0, 2, 9, 3, 5], [0, 0, 0, 0, 5, 0, 7, 4, 0], [0, 0, 0, 0, 0, 8, 2, 1, 0], [6, 4, 5, 8, 2, 0, 3, 0, 0], [0, 7, 3, 4, 6, 5, 0, 8, 0], [0, 2, 0, 3, 0, 0, 0, 6, 0], [0, 0, 0, 0, 1, 0, 6, 0, 0], [0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 9, 5, 0, 0, 0, 2, 1]]","[[4, 8, 6, 1, 7, 2, 9, 3, 5], [2, 9, 1, 6, 5, 3, 7, 4, 8], [3, 5, 7, 9, 4, 8, 2, 1, 6], [6, 4, 5, 8, 2, 1, 3, 7, 9], [9, 7, 3, 4, 6, 5, 1, 8, 2], [1, 2, 8, 3, 9, 7, 5, 6, 4], [8, 3, 4, 2, 1, 9, 6, 5, 7], [5, 1, 2, 7, 8, 6, 4, 9, 3], [7, 6, 9, 5, 3, 4, 8, 2, 1]]"
d7c714f6-a615-4c3d-a1cc-604882b18a32,medium,"[[0, 0, 0, 0, 2, 0, 4, 0, 0], [0, 1, 0, 7, 3, 0, 0, 0, 0], [0, 0, 5, 9, 0, 4, 3, 0, 0], [0, 0, 0, 0, 6, 0, 0, 5, 0], [0, 5, 0, 1, 0, 9, 0, 0, 0], [7, 6, 0, 0, 4, 0, 8, 0, 0], [0, 0, 6, 8, 0, 2, 1, 0, 0], [0, 0, 0, 0, 7, 0, 0, 8, 0], [0, 4, 7, 0, 0, 1, 0, 0, 0]]","[[3, 9, 8, 5, 2, 6, 4, 7, 1], [2, 1, 4, 7, 3, 8, 5, 9, 6], [6, 7, 5, 9, 1, 4, 3, 2, 8], [1, 8, 2, 3, 6, 7, 9, 5, 4], [4, 5, 3, 1, 8, 9, 7, 6, 2], [7, 6, 9, 2, 4, 5, 8, 1, 3], [5, 3, 6, 8, 9, 2, 1, 4, 7], [9, 2, 1, 4, 7, 3, 6, 8, 5], [8, 4, 7, 6, 5, 1, 2, 3, 9]]"
8ddc0334-8d3f-4139-8df1-b8bdc1f6c9dc,medium,"[[0, 0, 0, 6, 0, 0, 1, 7, 3], [0, 7, 0, 0, 0, 0, 0, 8, 5], [0, 0, 0, 0, 0, 0, 9, 4, 6], [8, 5, 0, 9, 0, 0, 0, 0, 7], [0, 0, 0, 0, 0, 0, 0, 0, 2], [0, 2, 3, 5, 0, 7, 0, 0, 0], [9, 0, 0, 2, 0, 0, 3, 0, 1], [7, 3, 5, 0, 0, 0, 8, 0, 0], [2, 0, 4, 0, 0, 0, 7, 0, 0]]","[[5, 4, 2, 6, 9, 8, 1, 7, 3], [6, 7, 9, 4, 1, 3, 2, 8, 5], [3, 8, 1, 7, 5, 2, 9, 4, 6], [8, 5, 6, 9, 2, 1, 4, 3, 7], [4, 9, 7, 3, 8, 6, 5, 1, 2], [1, 2, 3, 5, 4, 7, 6, 9, 8], [9, 6, 8, 2, 7, 4, 3, 5, 1], [7, 3, 5, 1, 6, 9, 8, 2, 4], [2, 1, 4, 8, 3, 5, 7, 6, 9]]"
9856a894-c584-4ae0-ac83-8492b5c6253f,medium,"[[8, 0, 0, 7, 0, 0, 0, 9, 5], [0, 0, 0, 0, 9, 0, 0, 0, 0], [3, 9, 0, 0, 0, 5, 0, 0, 0], [5, 0, 0, 0, 0, 7, 0, 6, 0], [1, 0, 0, 5, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 4, 5, 0, 8], [0, 6, 1, 0, 0, 0, 0, 0, 0], [2, 5, 0, 0, 8, 0, 0, 0, 0], [7, 3, 8, 0, 5, 0, 0, 2, 9]]","[[8, 1, 6, 7, 2, 3, 4, 9, 5], [4, 2, 5, 6, 9, 8, 7, 3, 1], [3, 9, 7, 1, 4, 5, 6, 8, 2], [5, 4, 2, 8, 1, 7, 9, 6, 3], [1, 8, 3, 5, 6, 9, 2, 4, 7], [6, 7, 9, 2, 3, 4, 5, 1, 8], [9, 6, 1, 3, 7, 2, 8, 5, 4], [2, 5, 4, 9, 8, 1, 3, 7, 6], [7, 3, 8, 4, 5, 6, 1, 2, 9]]"
1e51d27c-5339-4de3-b5a4-fe809bf64084,medium,"[[3, 0, 0, 4, 1, 9, 8, 0, 5], [0, 4, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 5, 7, 2, 9, 0, 4], [0, 0, 0, 0, 0, 0, 6, 0, 8], [0, 0, 0, 0, 0, 5, 4, 0, 3], [0, 0, 4, 0, 0, 0, 0, 9, 1], [0, 6, 0, 0, 0, 0, 0, 8, 0], [0, 0, 0, 0, 9, 0, 0, 0, 0], [0, 0, 0, 3, 0, 1, 0, 0, 6]]","[[3, 2, 7, 4, 1, 9, 8, 6, 5], [5, 4, 9, 6, 3, 8, 2, 1, 7], [8, 1, 6, 5, 7, 2, 9, 3, 4], [7, 9, 5, 1, 4, 3, 6, 2, 8], [1, 8, 2, 9, 6, 5, 4, 7, 3], [6, 3, 4, 2, 8, 7, 5, 9, 1], [2, 6, 3, 7, 5, 4, 1, 8, 9], [4, 7, 1, 8, 9, 6, 3, 5, 2], [9, 5, 8, 3, 2, 1, 7, 4, 6]]"
739f59f4-19c6-4c2e-81b8-f1ae8016a9cd,medium,"[[5, 6, 3, 0, 0, 0, 8, 0, 0], [1, 8, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 3], [0, 3, 5, 0, 0, 0, 9, 0, 0], [0, 7, 9, 4, 0, 3, 0, 0, 8], [0, 0, 0, 0, 9, 0, 0, 0, 7], [0, 0, 0, 5, 6, 4, 7, 0, 0], [0, 0, 0, 3, 8, 7, 0, 0, 4], [0, 5, 0, 0, 2, 0, 0, 8, 0]]","[[5, 6, 3, 7, 4, 1, 8, 9, 2], [1, 8, 7, 9, 3, 2, 6, 4, 5], [9, 4, 2, 8, 5, 6, 1, 7, 3], [4, 3, 5, 2, 7, 8, 9, 6, 1], [6, 7, 9, 4, 1, 3, 2, 5, 8], [8, 2, 1, 6, 9, 5, 4, 3, 7], [3, 1, 8, 5, 6, 4, 7, 2, 9], [2, 9, 6, 3, 8, 7, 5, 1, 4], [7, 5, 4, 1, 2, 9, 3, 8, 6]]"
5192fdb6-8f68-4e81-8604-faeb7e4cff7d,medium,"[[9, 8, 2, 7, 1, 0, 4, 6, 0], [0, 5, 0, 0, 4, 9, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 2, 5], [0, 3, 5, 0, 0, 0, 0, 0, 0], [8, 6, 0, 0, 0, 0, 2, 0, 4], [0, 4, 0, 0, 2, 0, 0, 0, 0], [4, 0, 8, 1, 0, 0, 0, 5, 9], [0, 2, 0, 4, 0, 0, 0, 1, 7], [0, 0, 1, 5, 0, 0, 0, 4, 0]]","[[9, 8, 2, 7, 1, 5, 4, 6, 3], [6, 5, 3, 2, 4, 9, 1, 7, 8], [7, 1, 4, 8, 3, 6, 9, 2, 5], [2, 3, 5, 6, 8, 4, 7, 9, 1], [8, 6, 7, 9, 5, 1, 2, 3, 4], [1, 4, 9, 3, 2, 7, 5, 8, 6], [4, 7, 8, 1, 6, 2, 3, 5, 9], [5, 2, 6, 4, 9, 3, 8, 1, 7], [3, 9, 1, 5, 7, 8, 6, 4, 2]]"
4d6981f8-9467-49f1-8360-a5d0046549c7,medium,"[[0, 1, 7, 5, 0, 0, 0, 0, 0], [5, 9, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 3, 7, 0, 0, 9], [0, 0, 9, 0, 5, 8, 7, 0, 0], [0, 0, 0, 0, 0, 6, 0, 0, 0], [3, 8, 4, 0, 0, 2, 0, 0, 6], [9, 0, 0, 0, 8, 0, 1, 4, 0], [0, 7, 0, 0, 1, 0, 0, 9, 5], [1, 2, 0, 0, 6, 4, 0, 0, 0]]","[[8, 1, 7, 5, 2, 9, 4, 6, 3], [5, 9, 3, 6, 4, 1, 8, 2, 7], [6, 4, 2, 8, 3, 7, 5, 1, 9], [2, 6, 9, 4, 5, 8, 7, 3, 1], [7, 5, 1, 3, 9, 6, 2, 8, 4], [3, 8, 4, 1, 7, 2, 9, 5, 6], [9, 3, 6, 7, 8, 5, 1, 4, 2], [4, 7, 8, 2, 1, 3, 6, 9, 5], [1, 2, 5, 9, 6, 4, 3, 7, 8]]"
3b08da7b-46ef-4d2e-af22-6a9383ac61af,medium,"[[0, 7, 0, 0, 9, 0, 0, 6, 0], [0, 9, 1, 0, 6, 0, 4, 8, 2], [0, 0, 0, 8, 1, 2, 9, 7, 0], [0, 2, 0, 7, 8, 9, 5, 0, 0], [4, 0, 0, 0, 0, 5, 0, 0, 6], [0, 0, 0, 4, 0, 6, 8, 0, 0], [0, 3, 0, 6, 4, 0, 0, 0, 0], [0, 0, 0, 0, 7, 0, 0, 1, 4], [1, 0, 0, 2, 0, 0, 6, 0, 0]]","[[8, 7, 2, 3, 9, 4, 1, 6, 5], [3, 9, 1, 5, 6, 7, 4, 8, 2], [5, 6, 4, 8, 1, 2, 9, 7, 3], [6, 2, 3, 7, 8, 9, 5, 4, 1], [4, 8, 9, 1, 3, 5, 7, 2, 6], [7, 1, 5, 4, 2, 6, 8, 3, 9], [9, 3, 8, 6, 4, 1, 2, 5, 7], [2, 5, 6, 9, 7, 8, 3, 1, 4], [1, 4, 7, 2, 5, 3, 6, 9, 8]]"
29a3aa56-9a89-45c8-8795-6932d58a57d0,expert,"[[0, 0, 0, 0, 0, 3, 0, 0, 0], [0, 0, 8, 1, 0, 9, 0, 0, 0], [0, 0, 0, 8, 0, 6, 1, 0, 0], [0, 0, 0, 0, 8, 1, 0, 0, 5], [0, 0, 3, 0, 0, 0, 0, 0, 0], [0, 4, 1, 3, 0, 0, 0, 0, 7], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 0, 5, 0], [0, 0, 0, 0, 0, 0, 4, 3, 0]]","[[9, 1, 5, 2, 7, 3, 6, 4, 8], [2, 6, 8, 1, 4, 9, 5, 7, 3], [3, 7, 4, 8, 5, 6, 1, 2, 9], [7, 9, 2, 4, 8, 1, 3, 6, 5], [5, 8, 3, 6, 9, 7, 2, 1, 4], [6, 4, 1, 3, 2, 5, 8, 9, 7], [1, 2, 9, 5, 3, 4, 7, 8, 6], [4, 3, 6, 7, 1, 8, 9, 5, 2], [8, 5, 7, 9, 6, 2, 4, 3, 1]]"
84b06565-dc7e-4258-b5d7-9e359b1f79c8,expert,"[[0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 0, 9, 5, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 7, 0, 8], [0, 0, 0, 3, 0, 8, 0, 4, 0], [0, 0, 0, 0, 4, 0, 0, 0, 0], [4, 0, 5, 8, 0, 0, 3, 7, 0], [0, 0, 6, 0, 0, 0, 0, 8, 0]]","[[9, 6, 1, 7, 3, 5, 8, 2, 4], [5, 8, 3, 9, 2, 4, 1, 6, 7], [7, 4, 2, 1, 8, 6, 9, 5, 3], [3, 5, 8, 4, 7, 1, 2, 9, 6], [1, 9, 4, 6, 5, 2, 7, 3, 8], [6, 2, 7, 3, 9, 8, 5, 4, 1], [8, 7, 9, 2, 4, 3, 6, 1, 5], [4, 1, 5, 8, 6, 9, 3, 7, 2], [2, 3, 6, 5, 1, 7, 4, 8, 9]]"
